Path,Artifact Type,Current Purpose,Referenced By,Classification,Information To Preserve,Canonical Destination,Recommended Action,Delete Preconditions,Risk,Git State,SHA256,Bytes,Reference Scan
database/changelog/vendor/flowable/0002-flowable-8.0.0-properties.yaml,production-or-engineering,长期源码/配置/构建/部署/生成器资产,omni-db-migrator资源加载、root/各模块changelog、adoption属性；Git兼容历史,PROTECTED,当前实现及安全/兼容契约,database/changelog/vendor/flowable/0002-flowable-8.0.0-properties.yaml,KEEP,不可删除/重写已应用changeSet及已支持基线；新证据只能新增forward-only变更或ADR,CRITICAL,tracked-clean,b7a5810ba84b9b7635cbc71aa0e812b211f5235f9be01483e357206914f34d76,1352,KEEP asset: convention discovery; delete decisions require seven-domain refresh
database/changelog/vendor/nacos/0001-nacos-3.1.1-schema.yaml,production-or-engineering,长期源码/配置/构建/部署/生成器资产,omni-db-migrator资源加载、root/各模块changelog、adoption属性；Git兼容历史,PROTECTED,当前实现及安全/兼容契约,database/changelog/vendor/nacos/0001-nacos-3.1.1-schema.yaml,KEEP,不可删除/重写已应用changeSet及已支持基线；新证据只能新增forward-only变更或ADR,CRITICAL,tracked-clean,ace74eb35ed54a691a31de332c7ad96e533dae83e36bf50c1ea5b87f578b4f4e,12921,KEEP asset: convention discovery; delete decisions require seven-domain refresh
database/changelog/vendor/xxl-job/0001-xxl-job-3.3.1-schema.yaml,production-or-engineering,长期源码/配置/构建/部署/生成器资产,omni-db-migrator资源加载、root/各模块changelog、adoption属性；Git兼容历史,PROTECTED,当前实现及安全/兼容契约,database/changelog/vendor/xxl-job/0001-xxl-job-3.3.1-schema.yaml,KEEP,不可删除/重写已应用changeSet及已支持基线；新证据只能新增forward-only变更或ADR,CRITICAL,tracked-clean,2ffa0dd5e3891c05ffe3c06a55f4fa0b6c7af72a974e4fefe2667a3fa018fa7c,8088,KEEP asset: convention discovery; delete decisions require seven-domain refresh
database/changelog/workflow/0001-workflow-schema.yaml,production-or-engineering,长期源码/配置/构建/部署/生成器资产,omni-db-migrator资源加载、root/各模块changelog、adoption属性；Git兼容历史,PROTECTED,当前实现及安全/兼容契约,database/changelog/workflow/0001-workflow-schema.yaml,KEEP,不可删除/重写已应用changeSet及已支持基线；新证据只能新增forward-only变更或ADR,CRITICAL,tracked-clean,3bf8702623f12657363f1714306dc613ffc165fdddd9e8d70c78ca992707cad3,14022,KEEP asset: convention discovery; delete decisions require seven-domain refresh
database/changelog/workflow/0002-workflow-seed.yaml,production-or-engineering,长期源码/配置/构建/部署/生成器资产,omni-db-migrator资源加载、root/各模块changelog、adoption属性；Git兼容历史,PROTECTED,当前实现及安全/兼容契约,database/changelog/workflow/0002-workflow-seed.yaml,KEEP,不可删除/重写已应用changeSet及已支持基线；新证据只能新增forward-only变更或ADR,CRITICAL,tracked-clean,28cdd0a47f840fd3020f7a4c52ba1fca76a3508c5465df1534bd6999924d824c,451,KEEP asset: convention discovery; delete decisions require seven-domain refresh
database/changelog/workflow/db.changelog-workflow.yaml,production-or-engineering,长期源码/配置/构建/部署/生成器资产,omni-db-migrator资源加载、root/各模块changelog、adoption属性；Git兼容历史,PROTECTED,当前实现及安全/兼容契约,database/changelog/workflow/db.changelog-workflow.yaml,KEEP,不可删除/重写已应用changeSet及已支持基线；新证据只能新增forward-only变更或ADR,CRITICAL,tracked-clean,9e0dedb711dcb0875671744ecc8ad0368177fa38ff51aa52a28df668f46d33db,442,KEEP asset: convention discovery; delete decisions require seven-domain refresh
database/changelog/xxl-job/0002-xxl-job-seed.yaml,production-or-engineering,长期源码/配置/构建/部署/生成器资产,omni-db-migrator资源加载、root/各模块changelog、adoption属性；Git兼容历史,PROTECTED,当前实现及安全/兼容契约,database/changelog/xxl-job/0002-xxl-job-seed.yaml,KEEP,不可删除/重写已应用changeSet及已支持基线；新证据只能新增forward-only变更或ADR,CRITICAL,tracked-clean,71e3a5c9c90c5e1547a8ba00d246f38ca2843187d4856f228b10b7da0739993f,460,KEEP asset: convention discovery; delete decisions require seven-domain refresh
database/changelog/xxl-job/db.changelog-xxl-job.yaml,production-or-engineering,长期源码/配置/构建/部署/生成器资产,omni-db-migrator资源加载、root/各模块changelog、adoption属性；Git兼容历史,PROTECTED,当前实现及安全/兼容契约,database/changelog/xxl-job/db.changelog-xxl-job.yaml,KEEP,不可删除/重写已应用changeSet及已支持基线；新证据只能新增forward-only变更或ADR,CRITICAL,tracked-clean,a8d42ba848ae507fb8e570910cfbbf64764bd4e4ef160fe93f59a2749ac7d4df,184,KEEP asset: convention discovery; delete decisions require seven-domain refresh
database/seed/manifest.yaml,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,database/seed/manifest.yaml,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,8b06ccb054e735bca803ff26c9c7e01bdca3bc7eef468fc74ec8dddb077b24bd,18089,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docker/backend/Dockerfile,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,docker/backend/Dockerfile,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,baa601c0343b85d696aaecced6157b7ca315adcad98f0dbcc6a0fe6b5abd6eb9,4056,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docker/frontend/Dockerfile,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,docker/frontend/Dockerfile,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,29aa252f47972a4c3a7ea640fc9e2bdbe7dcb2e245a62536f0d79a0915e88fb9,1003,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docker/frontend/nginx.conf,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,docker/frontend/nginx.conf,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,d70e681588e8fcf6dae1d1de7911b7af722ca22cdad02fd71861cb4b963c4a37,4210,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docker/migrator/Dockerfile,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,docker/migrator/Dockerfile,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,aef6fdecefb47581f33c93695fc83b9d461c82fd5a3d64b7e4847d1d83ea3585,810,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docker/rocketmq/broker-docker.conf,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,docker/rocketmq/broker-docker.conf,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,24499d9e9b56937fbb6f211b1cc407c7df577b7047b04e6e7d5fd7c50be3483a,696,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docker/rocketmq/broker.conf,production-or-engineering,长期源码/配置/构建/部署/生成器资产,Maven/Vite/CLI/Compose惯例发现；KEEP资产不以无文本引用判断价值,KEEP_ENGINEERING_ASSET,当前实现及安全/兼容契约,docker/rocketmq/broker.conf,KEEP,禁止仅为清理删除；需确定性缺陷及最小WP,HIGH,tracked-clean,7d47592915dc734753febb1e655dcaf53205e2b961a4f7779aa99a0553515644,389,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docs/adr/0001-scaffold-upgrade-foundations.md,canonical-document,事实/架构/契约/开发部署用户指南,README/docs-manifest/文档链接及开发执行入口,KEEP_CANONICAL,当前有效事实、约束和多语语义,docs/adr/0001-scaffold-upgrade-foundations.md,KEEP,发现事实错误定点修订并同步docs-manifest；不得另建平行事实源,HIGH,tracked-clean,ffbc3d3c2f3f0e5eb687656cb864091beb4be8ec8ad5b52a27909286f9de2ee3,3300,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docs/api-contract.en.md,canonical-document,事实/架构/契约/开发部署用户指南,README/docs-manifest/文档链接及开发执行入口,KEEP_CANONICAL,当前有效事实、约束和多语语义,docs/api-contract.en.md,KEEP,发现事实错误定点修订并同步docs-manifest；不得另建平行事实源,HIGH,tracked-clean,1663dbf9ddad65e9aba7df0d91aaeb2a131bb7de1535badada99881b6caa5ba5,72341,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docs/api-contract.jp.md,canonical-document,事实/架构/契约/开发部署用户指南,README/docs-manifest/文档链接及开发执行入口,KEEP_CANONICAL,当前有效事实、约束和多语语义,docs/api-contract.jp.md,KEEP,发现事实错误定点修订并同步docs-manifest；不得另建平行事实源,HIGH,tracked-clean,676f57835e6eac257725e411e0063e227d2ec78f2581f983762e37952620c39e,82170,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docs/api-contract.kr.md,canonical-document,事实/架构/契约/开发部署用户指南,README/docs-manifest/文档链接及开发执行入口,KEEP_CANONICAL,当前有效事实、约束和多语语义,docs/api-contract.kr.md,KEEP,发现事实错误定点修订并同步docs-manifest；不得另建平行事实源,HIGH,tracked-clean,ea887294d8d591510748e2995d6eff42711efeab6edf6738cac6ef80681e6738,76075,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docs/api-contract.md,canonical-document,事实/架构/契约/开发部署用户指南,README/docs-manifest/文档链接及开发执行入口,KEEP_CANONICAL,当前有效事实、约束和多语语义,docs/api-contract.md,KEEP,发现事实错误定点修订并同步docs-manifest；不得另建平行事实源,HIGH,tracked-clean,96cebb47233a285434719b4e72c324d3fe34634ca2e6f7ea90c6b51336e536db,63971,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docs/architecture.en.md,canonical-document,事实/架构/契约/开发部署用户指南,README/docs-manifest/文档链接及开发执行入口,KEEP_CANONICAL,当前有效事实、约束和多语语义,docs/architecture.en.md,KEEP,发现事实错误定点修订并同步docs-manifest；不得另建平行事实源,HIGH,tracked-clean,40c11ba2eed4637f9ffb1d3fc80060b8bbea288aab621afb5404b07b076cd9ae,49058,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docs/architecture.jp.md,canonical-document,事实/架构/契约/开发部署用户指南,README/docs-manifest/文档链接及开发执行入口,KEEP_CANONICAL,当前有效事实、约束和多语语义,docs/architecture.jp.md,KEEP,发现事实错误定点修订并同步docs-manifest；不得另建平行事实源,HIGH,tracked-clean,dea07b3329ef0eac3d18f8ecdd1a80cfe1692705a86350cfe31e0e86c39ce1a1,53697,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docs/architecture.kr.md,canonical-document,事实/架构/契约/开发部署用户指南,README/docs-manifest/文档链接及开发执行入口,KEEP_CANONICAL,当前有效事实、约束和多语语义,docs/architecture.kr.md,KEEP,发现事实错误定点修订并同步docs-manifest；不得另建平行事实源,HIGH,tracked-clean,434338ab37fd77d6955da224fd9a1fdbc1364704884ecd6480762e5fef3bd78f,48353,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docs/architecture.md,canonical-document,事实/架构/契约/开发部署用户指南,README/docs-manifest/文档链接及开发执行入口,KEEP_CANONICAL,当前有效事实、约束和多语语义,docs/architecture.md,KEEP,发现事实错误定点修订并同步docs-manifest；不得另建平行事实源,HIGH,tracked-clean,5fc881579377ccfe822db2a3cf4f11b640cbc259db2ade682f2de905b01e26a1,45974,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docs/backend-patterns.en.md,canonical-document,事实/架构/契约/开发部署用户指南,README/docs-manifest/文档链接及开发执行入口,KEEP_CANONICAL,当前有效事实、约束和多语语义,docs/backend-patterns.en.md,KEEP,发现事实错误定点修订并同步docs-manifest；不得另建平行事实源,HIGH,tracked-clean,d6debf28c5451d5df380f639ba8c8348dede36bf5ce8d3c489e4a537a49a2cab,32866,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docs/backend-patterns.jp.md,canonical-document,事实/架构/契约/开发部署用户指南,README/docs-manifest/文档链接及开发执行入口,KEEP_CANONICAL,当前有效事实、约束和多语语义,docs/backend-patterns.jp.md,KEEP,发现事实错误定点修订并同步docs-manifest；不得另建平行事实源,HIGH,tracked-clean,adc801ab5304241cfefa97762ccc4b919abac0423c1f1820b9cde61f05adf6f8,39137,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docs/backend-patterns.kr.md,canonical-document,事实/架构/契约/开发部署用户指南,README/docs-manifest/文档链接及开发执行入口,KEEP_CANONICAL,当前有效事实、约束和多语语义,docs/backend-patterns.kr.md,KEEP,发现事实错误定点修订并同步docs-manifest；不得另建平行事实源,HIGH,tracked-clean,ba3adc4e2d08cdc1e24bad2fa995c3d48314dcf4b44cf01e2b2fdbae82c8dc63,35191,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docs/backend-patterns.md,canonical-document,事实/架构/契约/开发部署用户指南,README/docs-manifest/文档链接及开发执行入口,KEEP_CANONICAL,当前有效事实、约束和多语语义,docs/backend-patterns.md,KEEP,发现事实错误定点修订并同步docs-manifest；不得另建平行事实源,HIGH,tracked-clean,9d60b1049ac81f86b878b8f3c06a725e7b9adb37921dc08d3b8ccbc3ff4da5d5,30309,KEEP asset: convention discovery; delete decisions require seven-domain refresh
docs/core-flows.en.md,canonical-document,事实/架构/契约/开发部署用户指南,README/docs-manifest/文档链接及开发执行入口,KEEP_CANONICAL,当前有效事实、约束和多语语义,docs/core-flows.en.md,KEEP,发现事实错误定点修订并同步docs-manifest；不得另建平行事实源,HIGH,tracked-clean,d950b3b7f05681dbf681b469daa8583344354f4950a1b1b58e0eb5c0a84d00d1,113637,KEEP asset: convention discovery; delete decisions require seven-domain refresh
